post,bully
Your answer to the banana question was WRONG What do banana   s make you think of Answer right this time bitch ho You just called me a bitch ho lol Now bananas make me think of stabbing you in the gut How productive of me,1
your questions seem to be getting more and more perverted seriously secondhand embarassment much D hehe The embarrassment is on them for asking the questions I think I know the culprits,1
IS YOUR PUSSY HAIRY Lmao Yuckk Noo o,1
nopee i sure dnt bstfrnd p hahahaha amp uhmm who said i wnted too see you Lmao O o o2 Badd Yuu Dontt Havee A Choicee Andd Bitchh Idgaf Whenn Wee Go nn o2 Gett Tat dd,1
Lmbo vv Once aqen hayley stank ass startinq with people aha don t waist you re time on her she ODEEE soft she qnna run away lol and k she lamesz,1
bitch lol VVV,1
ahaaa u wannah fite amberr she soft on fridayy we gunn fite her dah dog park ahaaa lol uh huh w e u say anonomouss,1
AJULA NO DONT FUKIN TALK TU HERRR VVV ahaa i noe i saw lol lame ass despreate,1
And still today you ain do shit SAD v stfu Rachel yo ass look like a damn piqq lala your a dissappointment yo sister gonna get playd by that dudes nabrente just saying mmhm and mind uur biusness its funny kuhh she stay tryna talk and be mah friend HUN and get off annonomous pussy ah hoe,1
aujala is the bigest piece of shit evaaa but shes not the pussy anonomouss nice try tho u2665,1
Bet yu wont touch her hoe cus if you do you got it coming her way bitch duh i got it kumin her way dum hoe and take the shit off anonomous oh yeah this mite be amber and shes a fuking PUSSY and dnt wurry u so kall got sum one amaberr buh hoes i gotss plenty,1
bitchh juss hopp off her shitt mhkayy cuhss yess youh did ask her an a hole bunch off otha ppl too bhee your frien no one wanna bhee friens wihtt a pussy ass hoe so tryy some were else tryy mihh dawq come on mahh mutha fuhkinn formsprinq dare you lol love yu alanii,1
Bitchhh this ain no trickk jus know tht wood be yo momma ha momma and dare you to step to her agen betchu you won   t win TRANNY uh huh okayyy ill make sure ill step up tew her again buhh i aint gun tell u wen mattah of fakt hope u dere ANONOMOUS and hunnny if u not skared y u gottah be anonomous shit yall is annoyin,1
bryans uglyyy dum hoe 5 19 10 aha yu guys make a ugly couple no hes not and its 5 9 10 for yurr info and deff not,1
cj is gay NO CJAYSS MAH BUDDY wtf yur gay,1
Hahaha whyy yu callin him fag Lmfao vvv lmfaoo hehehe i alwayss dew tht ily 33u2665,1
have u ever sucked a dick i belive thts none of ur bissniuess and dnt think so,1
Hey aujala r hey whoree,1
how does it feel to have a hoe for a sister hows does it feel to be a haterr huh explain tht dum bitch,1
i herd u fuked karone in 6 grade umm i herd i dnt even talk tew 6th graders let alone fuk them DANNY i noe its u,1
i love my sister aujalaaaaa hahaha p all yur haters justtt too funny r lmfao lofl rofl ritee they got no life mmsgin ppl ANONOMOUS sayin dumshit,1
i neva asked tew b ur friend betch stopp formspringin mi pussi ahh hoe amp bring ur stoopid ass self amp stoopid ass dramma sumwhere else KAYKAY stoopid ugly lukin trick okk take a look dwn there vv FUKIN SYCO ASS AND UM OH YEAH stop usin trickk kus i sed dat tew u fukin fat ass possom lookin ahh no gettin guys scruumy dirtyy stank aSS KUNT,1
I WANT YU 2 DEEP THROAT MY DIK WILE I EAT UR PUSSY AND I WANT THAT 69 WITH U DOING ALL UR TRICKS I WANNA FINGER THT PUSSY AND LEAVE U WIT HIKIES 8 UM STALEE,1
iightt if he breaks yur heart i break his dickk ahahaha lol,1
it   s called anonymous just tell me who u went wit at ssms it   s not even a big deal who this is and y would u be scared to say the names of the ppl u went it wtf dnt mmsg me wit tht bullshit bye as soon as ur not anoymous ill let u no bye,1
Lalaa you talk so much shit on here and you still have not stepped to amber like you said you were you fucking transvestite MAN up wtf u kan hop off now and if she got probs wit me i belive she shuwld step up the fuk and btw im not no transvestite i belive thts ur mom,1
LMFAO LMFAO LMFAO LMFAO ROFL ahaa its mean buh truee,1
Nope actually this is who was told by one if the peolpe that was there so stick that in your juice box ur mad gay and dnt be annonomousss butch stick tht IN UR JUICE BOX hoe,1
Oh bitch you can   t hide cus I   m gonna find you and we gon have a problem hoe hide frm who wtf i aint hidin from noone sawgrass is were ull find me oh yeah and in royal palm like d f hoe u dnt skare me,1
oh yeah and btw anonomousVVVV i did step up tew amber i fought ha alreadii dum trikk aint no sense in fitin her she juss ggunnah lose again mmhm,1
omar be ugly dudeszz get at me I DNT LIKE HIM and whos this and maybe i will,1
she ot me right by her side bitch an at least i can show my dam info pussyyy ass V mmhm yup and so will 10000 more and ily rach u2665,1
STFU dumm bitches Hopp off her shitt Her amp Bryann aree perfectooo for eachother lmfao lovee yuu sexy mama lmao ily were u benn long tyme and u looked so pretty for prom,1
stupid bitchhh and hop of ashlie   s formspring bye,1
U A HOE thnx for spendin the tyme out of yur day to kome see how im duing im fine u and explain how AUJALA S a hoe wait see u knt kus im not by hater much love muahszz oh yeah kome again,1
U guys need are gay hopp off matts dick wtf i dnt even noe a matt dum hoe hop off mah dik,1
u so ugliii ew hoe ghet a lyfe Bitch yu so soft YUU get a fuckinn life amp stop worryinn bowt miness yu fuckk hoe,1
um da gurl dat hangs wit evelyn her name is katiana cause i alwayz be hearing u talk about her do u like her wtf get a life i dnt even noe herr like wtf ur ANNOYING damn bitch hop off byeeeeeeee,1
ur fukin sexyVV dont listen can we fuk thnx and def not,1
ur mad ugly i noe i am 333,1
ur sexy kume suk my dikk um no thnxx ill pass,1
vvvvvv THIS CHICK AINT GOTT NO FRIENDS amp amp LIKE TO START WIF PPL lol wowww,1
wait dnt fuk wit lala shell beat a shoes ass and hoe ima kume for uVVVVVVV a shoe i thought i wear dem lmfao dnt u mean hoes and whos this,1
who were the ppl who started sendin the pic of florine around yhat is fucked up i noe its fuk up but u noe what else is fuked up puttin them on BLASTT,1
why r u suchho a hoe speak englisheee fukin dum ass and im not tell me 1 reason y ima hoa and y r u such a pussy and have tew be ANONOMOUS,1
wow you guys are soo annyoing hope the fuckk offf aujalas pagee lol ily jessika,1
y does u talk shit about peyton because we wernt friends y does u kare nigga and btw u kan get out my buissness,1
Yeh you she was like drama not healthy and then you said somethn I was thr i sed EXSACTLY and i noe dis amber im not dum kus it was only me taylor brianna and u so byee,1
yolll needa stop callin this sexii ahh gurl a hoe nohomo my name iz hayley uwanna b friends thnx and im ok,1
yoo im telling yall dnt mess wit my kuszinn kus she DO NOT PLAY repeat DOOOOO NOTTT so w e tld her to shut up dwn there like really,1
you sware you the shxt like you can fite anyone and wiinn wellll you can your a lil stiiick bitch STOP TRYING TO ACT HARD srry tht ur anonomous and u say shit and oh yeah i dnt try tew akt hard btw its juss i dnt let ppl fuk wit me like u stank hoe u kan hop off mah shit so fuk u and have a nice dayy bye haterr,1
You   re Lame As Fuck k let me be lame dah fuk wurry bwt chorss,1
your LAME ass oviously iloveyouhh moree ur extra extra lame and inkorrekt its MORE obvious i love alani more,1
yous a bitch nd hoe uh huh,1
IDGAF LAME BITCH Lol whyy are you still on my dickk wtffff do you wantt,1
hehe that   s funny I want to fuck your tight ass O haha maybe i know who you are D,1
are you gay hahahaha who are you,1
Areee you a boy Are you gay Are you a bieleber l yes no yes,1
but i want your hairy ass then after i lick it i can fuck it you know you want it shut the fuck up i bet you re a 50 years old perv,1
Do you finger your tight ass wtf hahaha,1
eres gay hahaha otra vez con la misma pregunta u00acu00ac xD quien sos,1
fuck me D who are you xD,1
gahaha xD i will whip your ass lmfaoo lmfao D,1
hey do you have a hairy ass i would love to put my tounge deep in you EWW dude get a life,1
Hey smexy wanna fuck How bout we do some 69 all night long Sounds good k I   ll be in your bed waiting sexy bitch D NO i m not a whore fuck yourself you stupid fucking bitch,1
i dont think your a virgin btw xD hahaha i don t think so too D,1
I still wanna F ck them up hahahaha thank you D,1
I think i   m too hot for you really awh i wanna know you so D,1
If someone said to you i can kill you or I can can kill anyone else in the world in your place What awnser would you give them kill yourself motherfucker D,1
no im being serious you dont like me you dont talk to me u ignore me,1
r u GAY who are you,1
she sucks she can go fuck herself xD PP i don t care what she do lol,1
so are you going to tell her why do you care maybe because you re HER just saying,1
Who is hating on you I   ll F ck them up into next week haters make me feel important because is my life and they care about my life D,1
yeah sorry i was in a wierd mood then haha P oooh your bio says you love dirty questions hmmm ok then heres one You ever fucked a guy   No,1
you know you would like having your hairy ass licked bet you even got hard reading about it so how about it is it hairy you know what s hairy your mom s pussy go lick that,1
